Well No,District,Tahsil / Taluk,Village,Latitude_decimal,Longitude_decimal,Latitude,Longitude,Date_standardized,Year,Month,Season,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,ALK-TOT,HAR_Total,SAR,HAR_Ca,RSC,Na%,TDS_Class,pH_Class,Total_Cations,Total_Anions,Ionic_Balance_Error
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1988-07-01,1988,7,Monsoon,2709.0,42.0,32.0,457.0,242.0,47.0,1347.0,240.0,48.0,220.0,1.1,8.4,5060.0,225.0,1960.0,2.3776,105.0,0.0,20.66802,Saline,Neutral,778.0,1855.0,40.903911887580705
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1988-07-01,1988,7,Monsoon,811.0,45.0,60.0,61.0,110.0,24.0,199.0,58.0,18.0,165.0,1.1,8.2,1350.0,225.0,400.0,2.390296,105.0,0.0,35.67387,Brackish,Neutral,255.0,440.0,26.618705035971225
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1989-01-01,1989,1,Winter,2450.0,28.0,168.0,275.0,294.0,51.0,1333.0,125.0,0.0,159.0,1.1,8.0,4500.0,225.0,1550.0,3.247537,105.0,0.0,28.35172,Saline,Neutral,788.0,1617.0,34.469854469854475
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1989-01-01,1989,1,Winter,318.0,1.0,62.0,30.0,12.0,0.0,35.0,2.0,0.0,342.0,1.1,7.4,610.0,225.0,280.0,0.3129798,105.0,0.0431,8.578384,Fresh,Neutral,104.0,379.0,56.935817805383024
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1989-07-01,1989,7,Monsoon,1639.0,27.0,160.0,142.0,207.0,47.0,717.0,67.0,0.0,361.0,1.1,8.2,2960.0,225.0,985.0,2.871122,105.0,0.0,30.13812,Saline,Neutral,556.0,1145.0,34.62669018224574
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1989-07-01,1989,7,Monsoon,389.0,3.0,10.0,37.0,46.0,20.0,64.0,14.0,30.0,311.0,1.1,8.4,620.0,225.0,175.0,1.503175,105.0,2.553999,33.03914,Fresh,Neutral,113.0,419.0,57.5187969924812
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1990-01-01,1990,1,Winter,2072.0,43.0,208.0,204.0,205.0,23.0,837.0,269.0,30.0,207.0,1.1,8.3,3670.0,225.0,1360.0,2.419431,105.0,0.0,24.31541,Saline,Neutral,640.0,1343.0,35.45133635905194
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1990-01-01,1990,1,Winter,958.0,11.0,52.0,59.0,228.0,12.0,394.0,91.0,30.0,183.0,1.1,9.1,1790.0,225.0,375.0,5.138489,105.0,0.0,56.11191,Brackish,Alkaline,351.0,698.0,33.079122974261196
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1990-07-01,1990,7,Monsoon,1833.0,4.0,200.0,229.0,115.0,47.0,1083.0,24.0,24.0,183.0,1.1,8.4,3500.0,225.0,1440.0,1.317631,105.0,0.0,14.28013,Saline,Neutral,591.0,1314.0,37.95275590551181
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1991-01-01,1991,1,Winter,3415.0,56.0,296.0,402.0,320.0,105.0,1872.0,86.0,0.0,171.0,1.1,8.0,6460.0,225.0,2395.0,2.845652,105.0,0.0,21.59481,Saline,Neutral,1123.0,2129.0,30.934809348093477
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1991-01-01,1991,1,Winter,589.0,11.0,26.0,55.0,115.0,3.0,284.0,36.0,18.0,104.0,1.1,8.3,1080.0,225.0,290.0,2.931508,105.0,0.0,45.88223,Brackish,Neutral,199.0,442.0,37.909516380655226
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1991-07-01,1991,7,Monsoon,1495.0,17.0,72.0,154.0,209.0,78.0,801.0,34.0,18.0,110.0,1.1,8.4,2750.0,225.0,815.0,3.187813,105.0,0.0,33.23772,Brackish,Neutral,513.0,963.0,30.48780487804878
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1991-07-01,1991,7,Monsoon,1118.0,11.0,32.0,58.0,315.0,16.0,592.0,10.0,12.0,165.0,1.1,8.6,2050.0,225.0,320.0,7.677728,105.0,0.0,66.90101,Brackish,Alkaline,421.0,779.0,29.833333333333336
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1992-01-01,1992,1,Winter,534.0,6.0,20.0,56.0,97.0,12.0,92.0,43.0,12.0,354.0,1.1,8.6,1010.0,225.0,280.0,2.520095,105.0,0.5963088,41.64133,Brackish,Alkaline,185.0,501.0,46.06413994169096
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1992-01-01,1992,1,Winter,1197.0,11.0,52.0,78.0,283.0,16.0,627.0,14.0,0.0,153.0,1.1,8.2,2170.0,225.0,450.0,5.798551,105.0,0.0,56.6423,Brackish,Neutral,429.0,794.0,29.844644317252655
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1992-07-01,1992,7,Monsoon,237.0,11.0,24.0,20.0,39.0,4.0,39.0,19.0,12.0,159.0,1.1,9.0,460.0,225.0,140.0,1.422721,105.0,0.1627394,36.54322,Fresh,Alkaline,87.0,229.0,44.936708860759495
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1992-07-01,1992,7,Monsoon,2564.0,50.0,260.0,249.0,359.0,20.0,996.0,374.0,0.0,165.0,1.1,7.8,4970.0,225.0,1675.0,3.817501,105.0,0.0,31.48812,Saline,Neutral,888.0,1535.0,26.702434997936443
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1993-01-01,1993,1,Winter,771.0,34.0,44.0,63.0,154.0,0.0,216.0,38.0,18.0,177.0,1.1,8.2,1410.0,225.0,370.0,3.487176,105.0,0.0,47.58028,Brackish,Neutral,261.0,449.0,26.478873239436616
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1993-07-01,1993,7,Monsoon,976.0,77.0,48.0,93.0,120.0,0.0,220.0,29.0,24.0,201.0,1.1,8.5,1520.0,225.0,500.0,2.328719,105.0,0.0,34.18745,Brackish,Neutral,261.0,474.0,28.97959183673469
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1993-07-01,1993,7,Monsoon,947.0,4.0,128.0,78.0,308.0,0.0,266.0,14.0,0.0,268.0,1.1,7.8,2630.0,225.0,640.0,5.294425,105.0,0.0,51.12762,Brackish,Neutral,514.0,548.0,3.2015065913371
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1994-01-01,1994,1,Winter,567.0,1.0,36.0,44.0,94.0,23.0,74.0,62.0,42.0,372.0,1.1,8.2,1090.0,225.0,270.0,2.484383,105.0,2.08032,40.50584,Brackish,Neutral,197.0,550.0,47.25568942436412
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1994-01-01,1994,1,Winter,181.0,11.0,20.0,13.0,18.0,16.0,46.0,19.0,12.0,73.0,1.1,8.2,330.0,225.0,105.0,0.7700051,105.0,0.0,24.01688,Fresh,Neutral,67.0,150.0,38.24884792626728
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1994-07-01,1994,7,Monsoon,463.0,10.0,52.0,63.0,16.0,12.0,128.0,43.0,48.0,116.0,1.1,8.2,910.0,225.0,390.0,0.3528846,105.0,0.0,7.924795,Fresh,Neutral,143.0,335.0,40.1673640167364
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1994-07-01,1994,7,Monsoon,1781.0,3.0,80.0,98.0,453.0,27.0,908.0,53.0,6.0,287.0,1.1,8.2,3240.0,225.0,605.0,8.02538,105.0,0.0,60.7194,Saline,Neutral,658.0,1254.0,31.171548117154813
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1995-01-01,1995,1,Winter,1228.0,11.0,48.0,107.0,212.0,62.0,496.0,168.0,24.0,122.0,1.1,8.2,2250.0,225.0,560.0,3.896748,105.0,0.0,41.90163,Brackish,Neutral,429.0,810.0,30.750605326876514
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1995-01-01,1995,1,Winter,1465.0,11.0,72.0,73.0,368.0,23.0,844.0,24.0,24.0,73.0,1.1,8.2,2620.0,225.0,480.0,7.306144,105.0,0.0,61.10623,Brackish,Neutral,536.0,965.0,28.58094603597602
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1995-07-01,1995,7,Monsoon,1280.0,15.0,152.0,73.0,161.0,78.0,496.0,96.0,0.0,311.0,1.1,7.8,2120.0,225.0,680.0,2.686301,105.0,0.0,31.00001,Brackish,Neutral,464.0,903.0,32.114118507681056
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1995-07-01,1995,7,Monsoon,1231.0,13.0,108.0,115.0,276.0,20.0,468.0,48.0,6.0,268.0,1.1,8.4,1870.0,225.0,745.0,4.405389,105.0,0.0,43.86357,Brackish,Neutral,519.0,790.0,20.702826585179526
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1996-01-01,1996,1,Winter,898.0,1.0,12.0,32.0,396.0,0.0,135.0,144.0,60.0,226.0,1.1,8.2,1400.0,225.0,160.0,13.54986,105.0,2.472367,84.20076,Brackish,Neutral,440.0,565.0,12.437810945273633
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1996-01-01,1996,1,Winter,1484.0,3.0,76.0,95.0,347.0,16.0,844.0,24.0,0.0,140.0,1.1,8.2,2800.0,225.0,580.0,6.264566,105.0,0.0,55.66944,Brackish,Neutral,534.0,1008.0,30.739299610894943
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1996-07-01,1996,7,Monsoon,1014.0,11.0,56.0,95.0,156.0,31.0,326.0,202.0,0.0,195.0,1.1,8.2,1750.0,225.0,530.0,2.945816,105.0,0.0,37.30308,Brackish,Neutral,338.0,723.0,36.28652214891612
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1996-07-01,1996,7,Monsoon,1947.0,3.0,200.0,83.0,354.0,16.0,723.0,394.0,12.0,305.0,1.1,8.2,3020.0,225.0,840.0,5.311137,105.0,0.0,47.20709,Saline,Neutral,653.0,1434.0,37.42213703881169
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2000-07-23,2000,7,Monsoon,796.0,7.0,40.0,36.0,184.0,27.0,106.0,144.0,0.0,225.7,1.8,8.1,1290.0,370.0,250.0,2.883882,100.0,0.0,39.92708,Brackish,Neutral,287.0,475.7,24.7410515274682
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2001-07-26,2001,7,Monsoon,942.1,4.0,52.0,62.5,247.0,14.0,355.0,24.0,2.760602,201.3,1.21,8.1,1550.0,265.0,280.0,2.883882,70.0,0.0,96.7747,Brackish,Neutral,375.5,583.0606019999999,21.653362506964367
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",2001-07-30,2001,7,Monsoon,451.4,3.0,12.0,26.4,115.0,16.0,35.0,43.0,36.0,273.4,0.96,8.6,760.0,310.0,140.0,4.249516,30.0,2.910125,61.13165,Fresh,Alkaline,169.4,387.4,39.15229885057471
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2002-07-11,2002,7,Monsoon,237.0,3.0,30.0,21.87,18.0,14.0,25.0,14.0,4.758543,160.0833,1.1,8.5,440.0,165.0,165.0,0.6098275,75.0,0.0,17.64283,Fresh,Neutral,83.87,203.841843,41.69861127336353
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",2002-07-23,2002,7,Monsoon,1057.0,32.0,60.0,77.76,184.0,30.0,333.0,154.0,18.0,115.9,0.65,8.3,1740.0,125.0,470.0,3.693139,150.0,0.0,44.06309,Brackish,Neutral,351.76,620.9,27.670511792404334
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2003-07-15,2003,7,Monsoon,1464.0,0.05,340.0,53.46,44.0,1.0,156.0,768.0,0.0,201.3,1.0,7.6,2310.0,165.0,1070.0,0.5855476,850.0,0.0,8.211901,Brackish,Neutral,438.46,1125.3,43.92234102419808
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2004-07-13,2004,7,Monsoon,178.0,5.0,4.0,29.16,5.0,16.0,14.0,48.0,0.6048445,64.34515,0.98,8.0,280.0,65.0,130.0,0.1907814,10.0,0.0,6.742051,Fresh,Neutral,54.16,126.9499945,40.191042300539635
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",2005-01-11,2005,1,Winter,1739.0,151.0,72.0,191.97,143.0,14.0,496.0,43.0,0.0,219.6,1.1,7.8,2790.0,180.0,970.0,1.997689,180.0,0.0,23.953,Saline,Neutral,420.97,758.6,28.623142331527585
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2005-01-13,2005,1,Winter,319.0,2.0,20.0,17.01,74.0,9.0,28.0,10.0,3.668661,246.2521,1.1,8.2,580.0,250.0,120.0,2.939704,50.0,1.760863,55.05244,Fresh,Neutral,120.01,287.920761,41.161583546282266
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2005-07-06,2005,7,Monsoon,1346.0,3.0,28.0,38.88,373.0,38.0,340.0,408.0,12.0,189.1,0.85,8.4,2140.0,175.0,230.0,10.70203,70.0,0.0,74.44799,Brackish,Neutral,477.88,949.1,33.02218671600163
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2006-01-16,2006,1,Winter,775.0,14.0,82.0,32.805,145.0,10.0,184.0,106.0,0.0,305.0,1.1,7.4,1320.0,250.0,340.0,3.422627,205.0,0.0,47.22833,Brackish,Neutral,269.805,595.0,37.60327472667248
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2007-01-27,2007,1,Winter,90.0,2.0,14.0,6.075,3.0,8.0,14.0,12.0,0.7345706,39.16566,1.0,8.3,150.0,40.0,60.0,0.1685658,35.0,0.0,8.508495,Fresh,Neutral,31.075,65.9002306,35.91146974802862
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2007-07-03,2007,7,Monsoon,1203.0,3.0,116.0,48.6,219.0,20.0,355.0,394.0,0.0,73.2,1.01,7.9,1910.0,60.0,490.0,4.30599,290.0,0.0,48.04863,Brackish,Neutral,403.6,822.2,34.14912710066895
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",2008-01-08,2008,1,Winter,1075.0,40.0,40.0,119.07,138.0,39.0,333.0,91.0,0.0,274.5,0.8,7.9,1770.0,225.0,590.0,2.471865,100.0,0.0,31.93867,Brackish,Neutral,336.07,698.5,35.03194563925109
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2008-01-12,2008,1,Winter,1406.0,7.0,52.0,109.35,322.0,20.0,525.0,48.0,0.0,597.8,0.53,7.4,2560.0,490.0,580.0,5.817464,130.0,0.0,53.64112,Brackish,Neutral,503.35,1170.8,39.86799271271988
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",2008-07-02,2008,7,Monsoon,629.0,11.0,66.0,40.095,83.0,37.0,99.0,72.0,0.0,366.0,1.47,7.9,1090.0,300.0,330.0,1.988448,165.0,0.0,32.38024,Brackish,Neutral,226.095,537.0,40.742633617046366
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2008-07-12,2008,7,Monsoon,334.0,4.0,52.0,19.44,28.0,26.0,7.0,32.0,1.852543,248.1077,0.72,7.9,590.0,250.0,210.0,0.8409793,130.0,0.0,20.03947,Fresh,Neutral,125.44,288.96024300000005,39.459494959803884
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",2009-01-05,2009,1,Winter,955.0,25.2896,34.0,62.0,51.0,38.0,117.0,29.0,0.0,256.0,1.34,7.7,960.0,210.0,340.0,1.203206,85.0,0.0,22.20842,Brackish,Neutral,185.0,402.0,36.96763202725724
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2009-01-28,2009,1,Winter,685.0,6.3224,28.0,19.0,138.0,14.0,103.0,173.0,0.0,171.0,1.7,8.1,970.0,140.0,150.0,4.933484,70.0,0.0,64.39558,Brackish,Neutral,199.0,447.0,38.39009287925697
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",2009-07-13,2009,7,Monsoon,609.0,28.0,48.0,48.6,64.0,37.0,117.0,48.0,0.0,244.0,1.48,7.5,980.0,200.0,320.0,1.55687,120.0,0.0,27.49529,Brackish,Neutral,197.6,409.0,34.84998351467194
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",2010-01-07,2010,1,Winter,570.0,27.0,18.0,64.395,69.0,28.0,85.0,48.0,30.0,219.6,1.44,8.5,940.0,230.0,310.0,1.705026,45.0,0.0,30.2716,Brackish,Neutral,179.39499999999998,382.6,36.15779499817614
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2010-07-16,2010,7,Monsoon,1619.0,6.0,56.0,72.9,437.0,20.0,518.0,240.0,0.0,500.2,2.0,8.1,2800.0,410.0,440.0,9.065285,140.0,0.0,67.13577,Saline,Neutral,585.9,1258.2,36.456808199121525
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",2010-07-20,2010,7,Monsoon,681.0,10.0,72.0,44.955,60.0,94.0,78.0,62.0,0.0,518.5,1.35,7.9,1160.0,425.0,365.0,1.36677,180.0,1.206473,21.20718,Brackish,Neutral,270.955,658.5,41.69594009392601
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",2011-01-13,2011,1,Winter,752.0,3.0,30.0,19.44,189.0,34.0,145.0,216.0,6.0,195.2,1.79,8.3,1220.0,170.0,155.0,6.606678,75.0,0.302754,67.45485,Brackish,Neutral,272.44,562.2,34.71676411386945
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",2011-07-12,2011,7,Monsoon,606.0,28.0,42.0,52.245,74.0,26.0,106.0,48.0,24.0,201.3,0.41,8.5,970.0,205.0,320.0,1.800059,105.0,0.0,31.31469,Brackish,Neutral,194.245,379.3,32.26512305050171
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",2012-01-06,2012,1,Winter,829.0,40.0,72.0,72.9,106.0,5.0,191.0,53.0,0.0,305.0,1.5,8.0,1390.0,250.0,480.0,2.10539,180.0,0.0,32.17418,Brackish,Neutral,255.9,549.0,36.41446142377936
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1987-01-01,1987,1,Winter,231.0,1.0,18.0,23.0,35.0,0.0,36.0,19.0,36.0,116.0,1.38,8.5,460.0,225.0,140.0,1.288769,105.0,0.3104821,35.29563,Fresh,Neutral,76.0,207.0,46.28975265017668
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1987-07-01,1987,7,Monsoon,256.0,13.0,12.0,27.0,44.0,10.0,43.0,26.0,42.0,104.0,1.38,8.6,490.0,225.0,140.0,1.611609,105.0,0.2840672,38.35236,Fresh,Alkaline,93.0,215.0,39.61038961038961
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1988-01-01,1988,1,Winter,395.0,1.0,40.0,28.0,62.0,8.0,85.0,47.0,30.0,177.0,1.38,8.9,710.0,225.0,215.0,1.83918,105.0,0.0,37.44728,Fresh,Alkaline,138.0,339.0,42.138364779874216
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1988-07-01,1988,7,Monsoon,677.0,1.0,34.0,78.0,110.0,9.0,177.0,72.0,78.0,226.0,1.38,8.7,1330.0,225.0,405.0,2.375323,105.0,0.0,36.44085,Brackish,Alkaline,231.0,553.0,41.07142857142857
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1989-01-01,1989,1,Winter,787.0,1.0,64.0,73.0,122.0,12.0,266.0,43.0,60.0,281.0,1.38,8.5,1500.0,225.0,460.0,2.474138,105.0,0.0,35.82088,Brackish,Neutral,271.0,650.0,41.15092290988056
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1989-07-01,1989,7,Monsoon,697.0,13.0,58.0,77.0,92.0,16.0,192.0,48.0,0.0,427.0,1.38,8.2,1340.0,225.0,460.0,1.862737,105.0,0.0,29.33499,Brackish,Neutral,243.0,667.0,46.59340659340659
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1990-01-01,1990,1,Winter,661.0,22.0,36.0,58.0,113.0,23.0,106.0,38.0,84.0,207.0,1.38,8.7,1160.0,225.0,330.0,2.712063,105.0,0.0,40.71336,Brackish,Alkaline,230.0,435.0,30.82706766917293
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1990-07-01,1990,7,Monsoon,604.0,13.0,16.0,63.0,92.0,53.0,185.0,43.0,30.0,244.0,1.38,8.5,1120.0,225.0,300.0,2.313783,105.0,0.0,35.28923,Brackish,Neutral,224.0,502.0,38.29201101928375
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1991-01-01,1991,1,Winter,703.0,10.0,32.0,64.0,78.0,94.0,195.0,29.0,24.0,287.0,1.38,8.4,1270.0,225.0,345.0,1.831495,105.0,0.0,26.79864,Brackish,Neutral,268.0,535.0,33.25031133250312
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1991-07-01,1991,7,Monsoon,683.0,13.0,48.0,38.0,115.0,59.0,226.0,19.0,24.0,195.0,1.38,8.9,1150.0,225.0,275.0,3.010334,105.0,0.0,41.56872,Brackish,Alkaline,260.0,464.0,28.176795580110497
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1992-01-01,1992,1,Winter,218.0,1.0,22.0,18.0,34.0,4.0,32.0,10.0,12.0,159.0,1.38,8.5,420.0,225.0,130.0,1.302343,105.0,0.4271249,35.5482,Fresh,Neutral,78.0,213.0,46.391752577319586
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1992-07-01,1992,7,Monsoon,599.0,15.0,12.0,49.0,81.0,90.0,106.0,38.0,30.0,250.0,1.38,8.9,1010.0,225.0,230.0,2.315419,105.0,0.4668689,33.69599,Brackish,Alkaline,232.0,424.0,29.268292682926827
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1993-01-01,1993,1,Winter,430.0,13.0,24.0,44.0,83.0,0.0,103.0,24.0,36.0,232.0,1.38,8.6,840.0,225.0,240.0,2.325988,105.0,0.1844015,42.8335,Fresh,Alkaline,151.0,395.0,44.68864468864469
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1993-07-01,1993,7,Monsoon,528.0,7.0,28.0,46.0,104.0,0.0,99.0,34.0,36.0,299.0,1.38,8.7,970.0,225.0,260.0,2.81022,105.0,0.9184222,46.60619,Brackish,Alkaline,178.0,468.0,44.89164086687307
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1994-01-01,1994,1,Winter,518.0,13.0,20.0,39.0,110.0,23.0,74.0,48.0,48.0,311.0,1.38,8.2,960.0,225.0,210.0,3.298904,105.0,2.490372,49.94337,Brackish,Neutral,192.0,481.0,42.94205052005943
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1994-07-01,1994,7,Monsoon,561.0,10.0,40.0,59.0,92.0,12.0,85.0,48.0,54.0,256.0,1.38,8.2,1130.0,225.0,345.0,2.162146,105.0,0.0,35.85862,Brackish,Neutral,203.0,443.0,37.15170278637771
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1995-01-01,1995,1,Winter,703.0,17.0,40.0,46.0,69.0,62.0,167.0,117.0,36.0,183.0,1.38,8.2,1080.0,225.0,290.0,1.76527,105.0,0.0,28.94659,Brackish,Neutral,217.0,503.0,39.72222222222222
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1995-07-01,1995,7,Monsoon,787.0,15.0,50.0,52.0,115.0,78.0,142.0,38.0,0.0,488.0,1.38,8.0,1310.0,225.0,340.0,2.717992,105.0,1.224737,36.32323,Brackish,Neutral,295.0,668.0,38.7331256490135
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",1996-01-01,1996,1,Winter,679.0,6.0,14.0,23.0,99.0,156.0,96.0,86.0,0.0,360.0,1.38,8.2,1000.0,225.0,130.0,3.783182,105.0,3.309578,39.55235,Brackish,Neutral,292.0,542.0,29.97601918465228
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",2001-07-29,2001,7,Monsoon,769.3,9.0,24.0,46.8,191.0,12.0,195.0,84.0,18.0,271.7,1.68,8.6,1290.0,290.0,255.0,5.229014,60.0,0.00473,60.80352,Brackish,Alkaline,273.8,568.7,35.002967359050444
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",2002-07-16,2002,7,Monsoon,950.0,5.0,40.0,70.47,184.0,45.0,333.0,96.0,0.0,317.2,0.4,8.0,1670.0,260.0,390.0,4.054051,100.0,0.0,47.21995,Brackish,Neutral,339.47,746.2,37.46350180073135
63519,Tirupur,Dharapuram,Peranium,10.811111,77.629167,"10°48'40""","77°37'45""",2003-07-23,2003,7,Monsoon,1262.0,13.0,64.0,170.1,147.0,30.0,581.0,38.0,0.0,347.7,0.45,7.8,2580.0,285.0,860.0,2.180951,160.0,0.0,26.25662,Brackish,Neutral,411.1,966.7,40.32515604587022
